SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
GTLINFRA,EQ,GTL INFRA.LTD,1.32,1.38,1.32,1.35,48909167,66092544.87,20260525,1.3500000000000003,1.35,1.3500000000000003,1.3500000000000003,1.35,4.440892098500626e-16,3.2895497025930565e-14,Narrow,Bullish,Inside CPR,Cash Only,Real Estate & Infra,False,False,0.3333333333333333,3,47714777.89,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JASH,EQ,JASH ENGINEERING LIMITED,394.0,407.7,394.0,401.15,52382,21070134.65,20260525,400.95,400.85,401.05,401.05,400.85,0.1999999999999318,0.0498566620964556,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,22779532.65,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CLEDUCATE,EQ,CL EDUCATE LIMITED,46.99,46.99,46.0,46.53,20367,944547.91,20260525,46.50666666666667,46.495000000000005,46.51833333333333,46.51833333333333,46.495000000000005,0.0233333333333263,0.0501468586574818,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,944547.91,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TCPLPACK,EQ,TCPL PACKAGING LIMITED,2615.0,2660.0,2604.1,2634.1,1246,3280866.8,20260525,2632.7333333333336,2632.05,2633.416666666667,2633.416666666667,2632.05,1.366666666666788,0.0518836288169313,Narrow,Bullish,Above CPR,Cash Only,Paper & Packaging,True,False,0.3333333333333333,3,2153093.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SIYSIL,EQ,SIYARAM SILK MILLS LTD,595.0,609.0,593.45,601.7,166909,100533381.1,20260525,601.3833333333333,601.225,601.5416666666666,601.5416666666666,601.225,0.316666666666606,0.0526286632319438,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,100533381.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KAUSHALYA,EQ,KAUSHALYA INFRA DEV LTD.,897.0,898.4,870.0,884.9,28,24728.2,20260525,884.4333333333334,884.2,884.6666666666667,884.6666666666667,884.2,0.466666666666697,0.0527366557426485,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,24728.2,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ABBOTINDIA,EQ,ABBOTT INDIA LIMITED,27885.0,27965.0,27400.0,27705.0,11197,309228465.0,20260525,27690.0,27682.5,27697.5,27697.5,27682.5,15.0,0.0541418516513264,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.3333333333333333,3,243715275.0,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TTML,EQ,TATA TELESERV(MAHARASTRA),42.45,43.2,42.45,42.86,1472079,63158857.88,20260525,42.836666666666666,42.825,42.84833333333333,42.84833333333333,42.825,0.0233333333333263,0.0544408150567576,Narrow,Bullish,Above CPR,Cash Only,Telecommunication,True,False,0.3333333333333333,3,62955047.14,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AMANTA,EQ,AMANTA HEALTHCARE LIMITED,130.09,135.0,129.32,132.27,125109,16497555.46,20260525,132.1966666666667,132.16,132.23333333333338,132.23333333333338,132.16,0.0733333333333803,0.0554421511555003,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,6144657.14,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NEPHROPLUS,EQ,NEPHROCARE HEALTH SERV L,612.3,626.75,612.3,620.1,162691,101082077.95,20260525,619.7166666666667,619.525,619.9083333333334,619.9083333333334,619.525,0.3833333333334394,0.0618179863463053,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,186684927.55,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IKIO,EQ,IKIO TECHNOLOGIES LIMITED,152.05,156.5,152.05,154.42,73630,11406027.19,20260525,154.32333333333335,154.275,154.3716666666667,154.3716666666667,154.275,0.0966666666666924,0.0625998359452742,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,11406027.19,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
STUDDS,EQ,STUDDS ACCESSORIES LTD,454.4,457.0,444.55,451.2,33911,15312179.95,20260525,450.9166666666667,450.775,451.0583333333334,451.0583333333334,450.775,0.2833333333334167,0.0627955082742501,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,12040687.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NBIFIN,EQ,N.B.I. IND. FIN. CO. LTD,1999.0,1999.0,1911.1,1956.9,598,1175934.8,20260525,1955.6666666666667,1955.05,1956.2833333333333,1956.2833333333333,1955.05,1.233333333333576,0.0630248522322845,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,669241.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDIANHUME,EQ,INDIAN HUME PIPE CO. LTD.,315.0,319.0,315.0,317.3,23673,7507883.8,20260525,317.1,317.0,317.19999999999993,317.19999999999993,317.0,0.1999999999999318,0.0630318310746712,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.6666666666666666,3,9542471.0,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OMINFRAL,EQ,OM INFRA LIMITED,88.12,89.0,87.61,88.39,52838,4665514.39,20260525,88.33333333333333,88.305,88.36166666666665,88.36166666666665,88.305,0.0566666666666435,0.0641098163442058,Narrow,Bullish,Above CPR,Cash Only,Real Estate & Infra,True,False,0.3333333333333333,3,6359491.58,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VENKEYS,EQ,VENKY S (INDIA) LIMITED,1505.0,1514.9,1497.6,1507.7,28275,42564423.5,20260525,1506.7333333333331,1506.25,1507.2166666666667,1507.2166666666667,1506.25,0.966666666666697,0.0641153191395302,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,62562298.9,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TOTAL,EQ,TOTAL TRANSPORT SYS LTD,54.2,58.4,54.15,56.33,4570,255792.05,20260525,56.29333333333333,56.275,56.31166666666666,56.31166666666666,56.275,0.0366666666666617,0.0650926090301113,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.6666666666666666,3,255792.05,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GMRAIRPORT,EQ,GMR AIRPORTS LIMITED,96.46,97.36,96.25,96.9,6664583,645602213.8,20260525,96.83666666666666,96.805,96.86833333333333,96.86833333333333,96.805,0.0633333333333041,0.0653594771241529,Narrow,Bullish,Above CPR,Cash Only,Services,True,False,0.3333333333333333,3,917967046.49,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BAGFILMS,EQ,B.A.G FILMS AND MEDIA LTD,5.12,5.19,5.0,5.1,63453,323543.06,20260525,5.096666666666667,5.095000000000001,5.098333333333333,5.098333333333333,5.095000000000001,0.003333333333332,0.0653594771241584,Narrow,Bullish,Above CPR,Cash Only,Media & Entertainment,True,False,0.3333333333333333,3,323543.06,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WEBELSOLAR,EQ,WEBSOL ENERGY SYSTEM LTD,109.4,113.0,109.0,111.11,3072565,342082840.47,20260525,111.03666666666668,111.0,111.07333333333337,111.07333333333337,111.0,0.0733333333333519,0.0660006600066167,Narrow,Bullish,Above CPR,Cash Only,Power & Utilities,True,False,0.3333333333333333,3,342082840.47,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
STARHEALTH,EQ,STAR HEALTH & AL INS CO L,522.85,531.5,518.75,525.65,1016073,533255836.7,20260525,525.3000000000001,525.125,525.4750000000001,525.4750000000001,525.125,0.3500000000001364,0.0665842290497738,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.3333333333333333,3,508966203.2,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KPIL,EQ,KALPATARU PROJECT INT LTD,1275.9,1283.8,1259.5,1273.0,91804,116996920.1,20260525,1272.1,1271.65,1272.5500000000002,1272.5500000000002,1271.65,0.900000000000091,0.0706991358994572,Narrow,Bullish,Above CPR,Cash Only,Construction,True,False,0.3333333333333333,3,279852812.4,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED,967.1,982.4,965.1,974.8,7781,7585935.6,20260525,974.1,973.75,974.45,974.45,973.75,0.7000000000000455,0.0718096019696394,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,42684015.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GMBREW,EQ,G M BREWERIES LTD,925.0,963.0,919.65,942.35,71508,67694438.4,20260525,941.6666666666666,941.325,942.0083333333332,942.0083333333332,941.325,0.6833333333331666,0.072513751083267,Narrow,Bullish,Above CPR,Cash Only,FMCG & Food Products,True,False,0.3333333333333333,3,67694438.4,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VIMTALABS,EQ,VIMTA LABS LIMITED,455.0,463.4,454.2,459.3,106891,49045295.75,20260525,458.9666666666666,458.8,459.1333333333333,459.1333333333333,458.8,0.3333333333333712,0.0725742071267954,Narrow,Bullish,Above CPR,Cash Only,Healthcare & Pharma,True,False,0.6666666666666666,3,48350111.45,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NTPC,EQ,NTPC LTD,391.95,392.8,386.45,390.05,10489850,4086410782.1,20260525,389.76666666666665,389.625,389.9083333333333,389.9083333333333,389.625,0.283333333333303,0.0726402597957449,Narrow,Bullish,Above CPR,Cash Only,Power,True,False,0.3333333333333333,3,4135367077.75,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TNTELE,EQ,TAMILNADU TELECOMMUNICATI,8.85,9.45,8.85,9.16,24432,223750.94,20260525,9.153333333333332,9.15,9.156666666666666,9.156666666666666,9.15,0.0066666666666677,0.0727802037845819,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,223750.94,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NAVA,EQ,NAVA LIMITED,608.0,623.95,602.5,613.9,447433,274953382.0,20260525,613.4499999999999,613.225,613.6749999999998,613.6749999999998,613.225,0.4499999999998181,0.0733018406906366,Narrow,Bullish,Above CPR,Cash Only,Power,True,False,0.3333333333333333,3,261177405.75,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VIPULLTD,EQ,VIPUL LIMITED,8.8,9.29,8.75,9.03,103476,940086.74,20260525,9.023333333333332,9.02,9.026666666666667,9.026666666666667,9.02,0.0066666666666677,0.0738279808047365,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.6666666666666666,3,623183.36,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SURANAT&P,EQ,SURANA TELECOM AND POW LT,18.4,18.4,17.6,18.02,125025,2240185.83,20260525,18.006666666666664,18.0,18.01333333333333,18.01333333333333,18.0,0.0133333333333283,0.0739918608952736,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,885784.51,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MPSLTD,EQ,MPS LIMITED,1781.0,1803.0,1765.0,1786.0,11984,21368162.8,20260525,1784.6666666666667,1784.0,1785.3333333333337,1785.3333333333337,1784.0,1.333333333333485,0.0746547219111693,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,21368162.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
5PAISA,EQ,5PAISA CAPITAL LIMITED,315.25,323.9,315.25,319.95,29575,9481002.75,20260525,319.7,319.575,319.825,319.825,319.575,0.25,0.0781372089388967,Narrow,Bullish,Above CPR,Cash Only,Stock Broking,True,False,0.3333333333333333,3,9481002.75,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AEQUS,EQ,AEQUS LIMITED,215.0,219.97,210.78,215.64,2349820,508171826.48,20260525,215.4633333333333,215.375,215.55166666666668,215.55166666666668,215.375,0.1766666666666765,0.0819266679033002,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,911626796.18,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HEMIPROP,EQ,HEMISPHERE PROP IND LTD,145.25,147.36,143.8,145.76,461414,67234651.38,20260525,145.64,145.58,145.70000000000002,145.70000000000002,145.58,0.1200000000000045,0.0823271130625717,Narrow,Bullish,Above CPR,Cash Only,Real Estate & Infra,True,False,0.3333333333333333,3,130681808.56,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EKC,EQ,EVEREST KANTO CYLINDERLTD,115.25,119.0,115.11,117.2,201700,23597938.54,20260525,117.10333333333334,117.055,117.15166666666669,117.15166666666669,117.055,0.096666666666664,0.0824800910125119,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.6666666666666666,3,11839197.97,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SANSERA,EQ,SANSERA ENGINEERING LTD,2870.0,2943.9,2859.3,2905.2,332408,968321181.9,20260525,2902.8000000000006,2901.6000000000004,2904.000000000001,2904.000000000001,2901.6000000000004,2.4000000000005457,0.0826104915324434,Narrow,Bullish,Above CPR,Cash Only,Auto Ancillary,True,False,0.3333333333333333,3,3298706425.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
LOTUSDEV,EQ,SRI LOTUS DEVLPRS N RTY L,141.8,142.89,139.12,141.18,353139,49861606.88,20260525,141.06333333333333,141.005,141.12166666666667,141.12166666666667,141.005,0.1166666666666742,0.08263682296832,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,49861606.88,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PILANIINVS,EQ,PILANI INV & IND COR LTD,4648.9,4680.0,4540.5,4616.0,2833,13134787.7,20260525,4612.166666666667,4610.25,4614.083333333334,4614.083333333334,4610.25,3.83333333333394,0.0830444829578409,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,13134787.7,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DCW,EQ,DCW LTD,47.48,48.29,47.37,47.89,557236,26674123.41,20260525,47.85,47.83,47.870000000000005,47.870000000000005,47.83,0.0400000000000062,0.0835247442054839,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.3333333333333333,3,26674123.41,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
