SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
THAKDEV,EQ,THAKKERS DEVELOPERS LTD.,141.35,141.35,141.35,141.35,2,282.7,20260526,141.35,141.35,141.35,141.35,141.35,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,421.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SUNDRMFAST,EQ,SUNDRAM FASTENERS LTD,862.0,877.0,860.0,868.2,68742,59839258.95,20260526,868.4,868.5,868.3,868.5,868.3,0.2000000000000454,0.0230361667818527,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,57098129.675,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KSOLVES,EQ,KSOLVES INDIA LIMITED,288.9,290.9,284.4,287.55,25704,7416239.5,20260526,287.6166666666666,287.65,287.58333333333326,287.65,287.58333333333326,0.0666666666667197,0.023184373732123,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,7785010.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HATSUN,EQ,HATSUN AGRO PRODUCT LTD.,929.9,937.45,911.6,924.2,28939,26781729.9,20260526,924.4166666666666,924.525,924.3083333333332,924.525,924.3083333333332,0.2166666666669243,0.0234436990550664,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,25237110.925,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JSWINFRA,EQ,JSW INFRASTRUCTURE LTD,276.05,281.65,276.05,278.95,1183358,330858780.95,20260526,278.8833333333334,278.85,278.91666666666674,278.91666666666674,278.85,0.0666666666667197,0.0238991456055636,Narrow,Bullish,Above CPR,Cash Only,Services,True,False,0.25,4,418361978.725,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WONDERLA,EQ,WONDERLA HOLIDAYS LTD.,481.3,488.0,477.15,482.75,37796,18288522.55,20260526,482.6333333333334,482.575,482.6916666666668,482.6916666666668,482.575,0.1166666666667879,0.0241670982220171,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,18757043.875,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NUVAMA,EQ,NUVAMA WEALTH MANAGE LTD,1504.9,1534.9,1490.8,1513.4,503960,758467868.6,20260526,1513.0333333333335,1512.85,1513.2166666666672,1513.2166666666672,1512.85,0.3666666666672427,0.0242280075767967,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.25,4,585605494.95,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WESTLIFE,EQ,WESTLIFE FOODWORLD LTD,466.5,473.0,464.05,468.7,21327,10016574.75,20260526,468.5833333333333,468.525,468.64166666666665,468.64166666666665,468.525,0.1166666666666742,0.0248915439869157,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,20403115.0,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DHAMPURSUG,EQ,DHAMPUR SUGAR MILLS LTD.,144.61,146.37,143.0,144.74,172789,25002153.59,20260526,144.70333333333335,144.685,144.7216666666667,144.7216666666667,144.685,0.0366666666666901,0.025332780618136,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,24754863.630000003,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JINDALSAW,EQ,JINDAL SAW LIMITED,226.0,232.01,225.55,228.87,1510517,347751774.94,20260526,228.81000000000003,228.78,228.8400000000001,228.8400000000001,228.78,0.0600000000000591,0.0262157556691829,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.25,4,330006863.725,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BATAINDIA,EQ,BATA INDIA LTD,702.0,704.95,693.0,698.7,79372,55600040.85,20260526,698.8833333333333,698.975,698.7916666666666,698.975,698.7916666666666,0.1833333333333939,0.0262392061447536,Narrow,Bearish,Below CPR,Cash Only,Consumer Durables,False,True,0.5,4,75152713.275,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ASHIANA,EQ,ASHIANA HOUSING LTD,377.5,382.0,372.6,377.15,47586,17977747.5,20260526,377.25,377.3,377.2,377.3,377.2,0.1000000000000227,0.0265146493437684,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,21398533.225,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SUDARCOLOR,EQ,SUDARSHAN COLORNT IND LTD,375.75,378.65,370.05,374.2,6075,2275500.5,20260526,374.3,374.35,374.25,374.35,374.25,0.1000000000000227,0.0267236771779857,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,5843583.475,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SARLAPOLY,EQ,SARLA PERF. FIBERS LTD,98.0,99.0,97.0,98.04,161053,15790009.38,20260526,98.01333333333334,98.0,98.02666666666669,98.02666666666669,98.0,0.0266666666666708,0.027199782401745,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,14210227.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DATAPATTNS,EQ,DATA PATTERNS INDIA LTD,4092.0,4147.0,4060.0,4101.7,556839,2292234202.0,20260526,4102.900000000001,4103.5,4102.300000000001,4103.5,4102.300000000001,1.1999999999989086,0.0292561620791113,Narrow,Bearish,Below CPR,Cash Only,Capital Goods,False,True,0.25,4,3998628891.4,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WEWORK,EQ,WEWORK INDIA MANAGEMENT L,572.95,577.5,558.1,568.05,230857,130311509.2,20260526,567.8833333333333,567.8,567.9666666666667,567.9666666666667,567.8,0.1666666666667424,0.0293401402458837,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,1560807943.225,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ALIVUS,EQ,ALIVUS LIFE SCIENCES LTD,1066.0,1124.9,1057.5,1090.7,159360,175321846.3,20260526,1091.0333333333335,1091.2,1090.866666666667,1091.2,1090.866666666667,0.3333333333330301,0.0305614131597167,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,100773045.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RATNAMANI,EQ,RATNAMANI MET & TUB LTD.,2550.0,2630.0,2539.6,2583.6,26740,69291152.5,20260526,2584.4,2584.8,2584.0,2584.8,2584.0,0.8000000000001819,0.0309645455953004,Narrow,Bearish,Below CPR,Cash Only,Metals & Mining,False,True,0.5,4,70311217.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ARVEE,EQ,ARVEE LABORATORIES I LTD,163.81,163.81,155.0,159.33,575,90979.08,20260526,159.38,159.405,159.355,159.405,159.355,0.0500000000000113,0.0313814096529287,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,91824.315,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NAVINFLUOR,EQ,NAVIN FLUORINE INT. LTD,7453.5,7525.0,7274.0,7396.0,200763,1485054101.5,20260526,7398.333333333333,7399.5,7397.166666666666,7399.5,7397.166666666666,2.33333333333394,0.0315485848206319,Narrow,Bearish,Below CPR,Cash Only,Chemicals,False,True,0.25,4,1570948045.0,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MATRIMONY,EQ,MATRIMONY.COM LIMITED,417.2,420.9,415.2,418.25,4718,1973677.85,20260526,418.1166666666666,418.05,418.1833333333333,418.1833333333333,418.05,0.1333333333333257,0.0318788603307413,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,9169992.825,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ULTRAMAR,EQ,ULTRAMARINE & PIGMENTS L,405.65,412.8,403.6,408.0,21744,8883228.8,20260526,408.1333333333334,408.2000000000001,408.0666666666667,408.2000000000001,408.0666666666667,0.1333333333333257,0.0326797385620896,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,8248743.300000001,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BRNL,EQ,BHARAT ROAD NETWORK LTD,19.92,20.7,19.92,20.32,32440,657051.57,20260526,20.313333333333336,20.31,20.31666666666667,20.31666666666667,20.31,0.0066666666666677,0.0328083989501363,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,356633.175,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KALYANKJIL,EQ,KALYAN JEWELLERS IND LTD,357.85,358.2,352.35,355.45,3012372,1069178246.2,20260526,355.3333333333333,355.275,355.39166666666665,355.39166666666665,355.275,0.1166666666666742,0.0328222441037204,Narrow,Bullish,Above CPR,Cash Only,Consumer Durables,True,False,0.5,4,1620901853.95,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SILGO,EQ,SILGO RETAIL LIMITED,79.0,83.39,78.67,80.99,410880,33200291.45,20260526,81.01666666666667,81.03,81.00333333333333,81.03,81.00333333333333,0.0266666666666708,0.0329258756225099,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,36581467.555,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SELMC,EQ,SEL MANUFACTURING CO LTD,30.49,30.5,29.55,30.04,6989,209861.76,20260526,30.03,30.025,30.035000000000004,30.035000000000004,30.025,0.0100000000000051,0.033288948069258,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,205059.51,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
METROGLOBL,EQ,METROGLOBAL LTD.,127.76,128.05,127.76,127.84,190,24276.24,20260526,127.88333333333333,127.905,127.86166666666664,127.905,127.86166666666664,0.0433333333333507,0.0338965373383532,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,28300.75,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
REPCOHOME,EQ,REPCO HOME FINANCE LTD,390.05,397.7,387.7,392.9,195882,76884964.15,20260526,392.76666666666665,392.7,392.8333333333333,392.8333333333333,392.7,0.1333333333333257,0.0339356918639159,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,65921016.25,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ADANIPORTS,EQ,ADANI PORT & SEZ LTD,1805.0,1820.5,1800.0,1811.2,2104926,3810330622.7,20260526,1810.5666666666664,1810.25,1810.8833333333328,1810.8833333333328,1810.25,0.6333333333332121,0.0349676089517011,Narrow,Bullish,Above CPR,Cash Only,Services,True,False,0.5,4,2823966356.2,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PATANJALI,EQ,PATANJALI FOODS LIMITED,467.0,469.5,462.5,465.75,1730797,806097420.45,20260526,465.9166666666667,466.0,465.83333333333337,466.0,465.83333333333337,0.1666666666666287,0.0357845768473706,Narrow,Bearish,Below CPR,Cash Only,Fast Moving Consumer Goods,False,True,0.25,4,886650926.0250001,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DEN,EQ,DEN NETWORKS LTD,27.6,28.13,27.32,27.71,415688,11531517.15,20260526,27.72,27.725,27.715,27.725,27.715,0.0100000000000051,0.0360880548538618,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,10910981.49,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GILLANDERS,EQ,GILLANDERS ARBUTHNOT LTD,93.01,94.5,89.2,91.8,12093,1114938.84,20260526,91.83333333333331,91.85,91.81666666666666,91.85,91.81666666666666,0.0333333333333314,0.036310820624544,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,1061213.135,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHARDACROP,EQ,SHARDA CROPCHEM LTD.,952.1,980.0,950.7,965.9,356223,345564296.4,20260526,965.5333333333332,965.35,965.7166666666666,965.7166666666666,965.35,0.3666666666665605,0.0379611415950471,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,332960395.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FABTECH,EQ,FABTECH TECHNOLOGIES LTD,154.84,158.78,154.84,156.72,71530,11247945.24,20260526,156.78,156.81,156.75,156.81,156.75,0.0600000000000022,0.0382848392036767,Narrow,Bearish,Below CPR,Cash Only,Information Technology,False,True,0.25,4,10308192.14,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PREMCO,EQ,PREMCO GLOBAL LTD.,390.95,395.95,376.0,386.2,787,303953.3,20260526,386.05,385.975,386.125,386.125,385.975,0.1499999999999772,0.0388399792853384,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,240392.9,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KRISHANA,EQ,KRISHANA PHOSCHEM LIMITED,666.0,684.0,660.0,672.4,305547,207058681.6,20260526,672.1333333333333,672.0,672.2666666666667,672.2666666666667,672.0,0.2666666666666515,0.0396589331746953,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,308393762.65,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
THELEELA,EQ,LEELA PALACES HOTEL LTD,412.1,426.9,412.1,419.75,245928,103414026.05,20260526,419.5833333333333,419.5,419.6666666666666,419.6666666666666,419.5,0.1666666666666287,0.0397061743100961,Narrow,Bullish,Above CPR,Cash Only,Consumer Services,True,False,0.25,4,102328605.35,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PAR,EQ,PAR DRUGS AND CHEM LTD,93.89,93.89,90.6,92.3,7972,740575.75,20260526,92.26333333333334,92.245,92.28166666666668,92.28166666666668,92.245,0.0366666666666617,0.0397255326832738,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,4,860242.755,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BEML,EQ,BEML LIMITED,1826.0,1862.7,1824.5,1844.7,197478,365227443.1,20260526,1843.9666666666665,1843.6,1844.333333333333,1844.333333333333,1843.6,0.7333333333331211,0.0397535281256096,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.25,4,365038682.2000001,Inside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JAIPURKURT,EQ,NANDANI CREATION LIMITED,33.79,33.94,32.5,33.2,17868,593641.44,20260526,33.21333333333333,33.22,33.20666666666666,33.22,33.20666666666666,0.0133333333333354,0.0401606425702874,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,690550.575,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MOBIKWIK,EQ,ONE MOBIKWIK SYSTEMS LTD,192.0,205.7,191.2,198.33,6424134,1288436401.88,20260526,198.41,198.45,198.37,198.45,198.37,0.079999999999984,0.0403368123833933,Narrow,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,587936336.53,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
